timestamp,action,filename,label,from,to
2025-11-18T01:35:57.455Z,move,2ld93e3mskoan4s7.png,1,chartqa_images_train_shuffled/2ld93e3mskoan4s7.png,eligible/bar_simple/2ld93e3mskoan4s7.png
2025-11-18T01:35:58.316Z,move,2leil5arah2eie96.png,1,chartqa_images_train_shuffled/2leil5arah2eie96.png,eligible/bar_simple/2leil5arah2eie96.png
2025-11-18T01:35:58.992Z,move,2lgppc03mqft60jq.png,1,chartqa_images_train_shuffled/2lgppc03mqft60jq.png,eligible/bar_simple/2lgppc03mqft60jq.png
2025-11-18T01:35:59.839Z,move,2lsg9d3wkmp3u2ff.png,1,chartqa_images_train_shuffled/2lsg9d3wkmp3u2ff.png,eligible/bar_simple/2lsg9d3wkmp3u2ff.png
2025-11-18T01:36:01.760Z,move,2luh1g60cmo4pt82.png,0,chartqa_images_train_shuffled/2luh1g60cmo4pt82.png,not_eligible/2luh1g60cmo4pt82.png
2025-11-18T01:37:01.725Z,move,2lwq2umgfdztwr82.png,0,chartqa_images_train_shuffled/2lwq2umgfdztwr82.png,not_eligible/2lwq2umgfdztwr82.png
2025-11-18T01:37:02.652Z,move,2lyn76fge9veu3if.png,1,chartqa_images_train_shuffled/2lyn76fge9veu3if.png,eligible/bar_simple/2lyn76fge9veu3if.png
2025-11-18T01:37:03.291Z,move,2m95hxrt17r19vz1.png,1,chartqa_images_train_shuffled/2m95hxrt17r19vz1.png,eligible/bar_simple/2m95hxrt17r19vz1.png
2025-11-18T01:37:03.944Z,move,2maani07rt0sk7v8.png,1,chartqa_images_train_shuffled/2maani07rt0sk7v8.png,eligible/bar_simple/2maani07rt0sk7v8.png
2025-11-18T01:37:04.787Z,move,2mby9v3sd2vreztb.png,0,chartqa_images_train_shuffled/2mby9v3sd2vreztb.png,not_eligible/2mby9v3sd2vreztb.png
2025-11-18T01:37:05.898Z,move,2me3he1x2lpvfk3t.png,1,chartqa_images_train_shuffled/2me3he1x2lpvfk3t.png,eligible/bar_simple/2me3he1x2lpvfk3t.png
2025-11-18T01:37:06.571Z,move,2men9q06tc5xufbp.png,1,chartqa_images_train_shuffled/2men9q06tc5xufbp.png,eligible/bar_simple/2men9q06tc5xufbp.png
2025-11-18T01:37:08.107Z,move,2mg64dmyyefog8os.png,0,chartqa_images_train_shuffled/2mg64dmyyefog8os.png,not_eligible/2mg64dmyyefog8os.png
2025-11-18T01:37:09.180Z,move,2mhsey0k5r4vvqbc.png,0,chartqa_images_train_shuffled/2mhsey0k5r4vvqbc.png,not_eligible/2mhsey0k5r4vvqbc.png
2025-11-18T01:37:11.024Z,move,2mi8b2r0oalayl6g.png,2,chartqa_images_train_shuffled/2mi8b2r0oalayl6g.png,eligible/bar_stacked/2mi8b2r0oalayl6g.png
2025-11-18T01:37:11.813Z,move,2mkpcbh1xv8wewt1.png,1,chartqa_images_train_shuffled/2mkpcbh1xv8wewt1.png,eligible/bar_simple/2mkpcbh1xv8wewt1.png
2025-11-18T01:37:12.526Z,move,2mn8omlyo00ly3y0.png,1,chartqa_images_train_shuffled/2mn8omlyo00ly3y0.png,eligible/bar_simple/2mn8omlyo00ly3y0.png
2025-11-18T01:37:13.202Z,move,2mr1z1fjvy1yuygl.png,0,chartqa_images_train_shuffled/2mr1z1fjvy1yuygl.png,not_eligible/2mr1z1fjvy1yuygl.png
2025-11-18T01:37:14.775Z,move,2mrkfyr0sg7nvpk5.png,1,chartqa_images_train_shuffled/2mrkfyr0sg7nvpk5.png,eligible/bar_simple/2mrkfyr0sg7nvpk5.png
2025-11-18T01:37:15.903Z,move,2mxw599tpofoiex0.png,1,chartqa_images_train_shuffled/2mxw599tpofoiex0.png,eligible/bar_simple/2mxw599tpofoiex0.png
2025-11-18T01:39:59.276Z,move,2mycam7qgsvjcl0p.png,3,chartqa_images_train_shuffled/2mycam7qgsvjcl0p.png,eligible/bar_grouped/2mycam7qgsvjcl0p.png
2025-11-18T01:40:01.890Z,move,2n0g3tsz1rsz6fgr.png,2,chartqa_images_train_shuffled/2n0g3tsz1rsz6fgr.png,eligible/bar_stacked/2n0g3tsz1rsz6fgr.png
2025-11-18T01:40:02.639Z,move,2n1urjvjoyi1iyzi.png,1,chartqa_images_train_shuffled/2n1urjvjoyi1iyzi.png,eligible/bar_simple/2n1urjvjoyi1iyzi.png
2025-11-18T01:40:05.110Z,move,2n2torzl0gppmkc1.png,0,chartqa_images_train_shuffled/2n2torzl0gppmkc1.png,not_eligible/2n2torzl0gppmkc1.png
2025-11-18T01:40:06.737Z,move,2n6i0cis2ctdzr30.png,1,chartqa_images_train_shuffled/2n6i0cis2ctdzr30.png,eligible/bar_simple/2n6i0cis2ctdzr30.png
2025-11-18T01:40:07.439Z,move,2n70rxx97qxcm6cw.png,1,chartqa_images_train_shuffled/2n70rxx97qxcm6cw.png,eligible/bar_simple/2n70rxx97qxcm6cw.png
2025-11-18T01:40:08.191Z,move,2n841ob216fto92m.png,1,chartqa_images_train_shuffled/2n841ob216fto92m.png,eligible/bar_simple/2n841ob216fto92m.png
2025-11-18T01:40:09.239Z,move,2n88zee2jwd0bphu.png,0,chartqa_images_train_shuffled/2n88zee2jwd0bphu.png,not_eligible/2n88zee2jwd0bphu.png
2025-11-18T01:40:09.973Z,move,2nffa3iciq9612rn.png,1,chartqa_images_train_shuffled/2nffa3iciq9612rn.png,eligible/bar_simple/2nffa3iciq9612rn.png
2025-11-18T01:40:10.949Z,move,2njd1ixbm5xysw93.png,0,chartqa_images_train_shuffled/2njd1ixbm5xysw93.png,not_eligible/2njd1ixbm5xysw93.png
2025-11-18T01:40:11.673Z,move,2nkudkwivaw3gm6f.png,1,chartqa_images_train_shuffled/2nkudkwivaw3gm6f.png,eligible/bar_simple/2nkudkwivaw3gm6f.png
2025-11-18T01:40:12.456Z,move,2nn4qae2aaehtaq0.png,1,chartqa_images_train_shuffled/2nn4qae2aaehtaq0.png,eligible/bar_simple/2nn4qae2aaehtaq0.png
2025-11-18T01:40:13.240Z,move,2nn9y2775eqw9zca.png,1,chartqa_images_train_shuffled/2nn9y2775eqw9zca.png,eligible/bar_simple/2nn9y2775eqw9zca.png
2025-11-18T01:40:13.847Z,move,2nnchr1gz7cpg3ca.png,1,chartqa_images_train_shuffled/2nnchr1gz7cpg3ca.png,eligible/bar_simple/2nnchr1gz7cpg3ca.png
2025-11-18T01:40:14.700Z,move,2no7yfr70evddsyf.png,0,chartqa_images_train_shuffled/2no7yfr70evddsyf.png,not_eligible/2no7yfr70evddsyf.png
2025-11-18T01:40:16.306Z,move,2nv11qf2gw9vksno.png,3,chartqa_images_train_shuffled/2nv11qf2gw9vksno.png,eligible/bar_grouped/2nv11qf2gw9vksno.png
2025-11-18T01:40:17.122Z,move,2nvrotucui46po80.png,1,chartqa_images_train_shuffled/2nvrotucui46po80.png,eligible/bar_simple/2nvrotucui46po80.png
2025-11-18T01:40:18.213Z,move,2nvv7p98wfre2t16.png,0,chartqa_images_train_shuffled/2nvv7p98wfre2t16.png,not_eligible/2nvv7p98wfre2t16.png
2025-11-18T01:40:19.071Z,move,2nw46i6n81ejrd3t.png,0,chartqa_images_train_shuffled/2nw46i6n81ejrd3t.png,not_eligible/2nw46i6n81ejrd3t.png
2025-11-18T01:40:20.455Z,move,2nwcmtm9bq9i3sxc.png,1,chartqa_images_train_shuffled/2nwcmtm9bq9i3sxc.png,eligible/bar_simple/2nwcmtm9bq9i3sxc.png
2025-11-18T01:40:21.188Z,move,2o0878ml86gnfutr.png,0,chartqa_images_train_shuffled/2o0878ml86gnfutr.png,not_eligible/2o0878ml86gnfutr.png
2025-11-18T01:40:25.540Z,move,2o3fyauxv32p571i.png,4,chartqa_images_train_shuffled/2o3fyauxv32p571i.png,eligible/line_simple/2o3fyauxv32p571i.png
2025-11-18T01:40:26.321Z,move,2o5c51nqn8mjoudx.png,1,chartqa_images_train_shuffled/2o5c51nqn8mjoudx.png,eligible/bar_simple/2o5c51nqn8mjoudx.png
2025-11-18T01:40:27.142Z,move,2o650str4oizsoni.png,1,chartqa_images_train_shuffled/2o650str4oizsoni.png,eligible/bar_simple/2o650str4oizsoni.png
